,Event,Time,Port,Vessel,VesselType
0,Arrival,2019-12-02 15:09,TEES,SVITZER BRISTOL [GB],tug
1,Arrival,2019-12-02 15:08,ROTTERDAM,KRVE 59 [NL],high speed
2,Arrival,2019-12-02 15:08,ROUSAY,MV SHAPINSAY [GB],passenger
3,Arrival,2019-12-02 15:08,CALETA LA ARENA,DON JUAN [CL],passenger
4,Arrival,2019-12-02 15:08,BAKAUHENI,WINDU KARSA PRATAMA [ID],passenger
5,Departure,2019-12-02 15:08,LIVERPOOL,SNOWDROP [GB],passenger
6,Departure,2019-12-02 15:08,CRUZ BAY,RED HOOK 1 [VI],passenger
7,Arrival,2019-12-02 15:08,SALTHOLMEN,TARNTANK TEKNIK [SE],yacht
8,Arrival,2019-12-02 15:08,HONG KONG,XIN CHAO [HK],passenger
9,Departure,2019-12-02 15:08,RAMSGATE,ESTUARY ELAN [GB],tug
10,Departure,2019-12-02 15:08,VASHON ISLAND,WSF KITSAP [US],passenger
11,Departure,2019-12-02 15:08,GELKENES,STAD SCHOONHOVEN [NL],passenger
12,Arrival,2019-12-02 15:08,SCHOONHOVEN,STAD SCHOONHOVEN [NL],passenger
13,Departure,2019-12-02 15:08,CHANGSHU,CHANGTONGQIDU16HAO [CN],passenger
14,Departure,2019-12-02 15:08,WEIHAI,SHENGSHENG1 [CN],passenger
15,Departure,2019-12-02 15:08,KHOLMSK,POMOR [RU],undefined
16,Arrival,2019-12-02 15:08,QUEBEC,ALPHONSE DESJARDINS [CA],cargo
17,Departure,2019-12-02 15:08,CALETA DEL SEBO,GRACIOSERO DOS [ES],passenger
18,Arrival,2019-12-02 15:08,HASSELT,VIKING [BE],cargo
19,Departure,2019-12-02 15:08,LYMINGTON,WIGHT LIGHT [GB],passenger
20,Arrival,2019-12-02 15:08,NORDERNEY,FRISIA I [DE],passenger
21,Departure,2019-12-02 15:08,FUJAIRAH,ORYX [AE],tug
22,Departure,2019-12-02 15:08,BRUNSBUETTEL,FAEHRE DANZIG [DE],passenger
23,Arrival,2019-12-02 15:08,SALAMINA MEG,AIANTAS [GR],passenger
24,Arrival,2019-12-02 15:08,HELSINGOR,HAMLET [DK],passenger
25,Departure,2019-12-02 15:08,MESSINA,SALERNO JET [IT],passenger
26,Arrival,2019-12-02 15:08,CIRKEWWA,248692000 [MT],passenger
27,Departure,2019-12-02 15:08,PLYMOUTH,SD FORCEFUL [GB],tug
28,Departure,2019-12-02 15:08,GOLFE JUAN,NOVASTAR [FR],yacht
29,Arrival,2019-12-02 15:08,OUD BEIJERLAND,OTTER [NL],passenger
30,Arrival,2019-12-02 15:08,TILBURY,THAMES SWIFT [GB],undefined
31,Departure,2019-12-02 15:08,MIAMI,BETTY K VII [US],cargo
32,Departure,2019-12-02 15:08,HONG KONG,PILOT10 [HK],tug
33,Arrival,2019-12-02 15:08,PASAI SAN PEDRO,FACAL DIECIOCHO [ES],tug
34,Arrival,2019-12-02 15:08,BREMERTON,WATERMAN [US],undefined
35,Departure,2019-12-02 15:08,BRIXHAM,MFV SAM OF LADRAM [GB],fishing
36,Departure,2019-12-02 15:08,VAL-DE-LA-HAYE,BAC 18 [FR],undefined
37,Arrival,2019-12-02 15:08,CHATHAM,OLYMPIAN [GB],tug
38,Departure,2019-12-02 15:08,KEMAMAN,SAPURAKENCANA AMAN [MY],cargo
39,Arrival,2019-12-02 15:08,HONG KONG,MAERSK SALINA [HK],cargo
40,Departure,2019-12-02 15:08,SAN FRANCISCO,GEMINI [US],passenger
41,Departure,2019-12-02 15:08,VONDELINGENPLAAT - ROTTERDAM,DENVER [NL],tanker
42,Departure,2019-12-02 15:08,GALLE,MERIDIAN 1 [LK],tug
43,Departure,2019-12-02 15:08,ANTWERP,OSTREA [BE],cargo
44,Departure,2019-12-02 15:08,SVANESUND,SVANHILD [SE],passenger
45,Departure,2019-12-02 15:08,DORDRECHT,LIESVELD [NL],cargo
46,Arrival,2019-12-02 15:08,VIAREGGIO,CARMELA FIGLIA [IT],fishing
47,Departure,2019-12-02 15:08,BREST,TIBIDY [FR],passenger
48,Arrival,2019-12-02 15:08,MILLINGEN AAN DE RIJN,MERWEPLUS [NL],undefined
49,Arrival,2019-12-02 15:08,HAIAN,ZI JING SHI WU HAO [CN],passenger
50,Departure,2019-12-02 15:08,GIBRALTAR,KITHNOS [GI],tanker
51,Arrival,2019-12-02 15:08,SAN FRANCISCO,GOLDEN GATE [US],passenger
52,Arrival,2019-12-02 15:08,VAXHOLM,VADDO [SE],passenger
53,Departure,2019-12-02 15:08,TEKONG ISLAND,ENG HUP NAVIS [SG],passenger
54,Arrival,2019-12-02 15:08,REDWOOD CITY,JEANETTE C [US],undefined
55,Departure,2019-12-02 15:08,SKIKDA,IVER AGILE [DZ],tanker
56,Departure,2019-12-02 15:08,TREASURE ISLAND,MS KATIE [US],passenger
57,Arrival,2019-12-02 15:08,JUDABERG,FJORDLYS [NO],high speed
58,Departure,2019-12-02 15:08,SINGAPORE,YORK 302 [SG],yacht
59,Arrival,2019-12-02 15:08,ROTTERDAM WAALHAVEN,HEIN JR [NL],tug
60,Arrival,2019-12-02 15:08,DELFSHAVEN,CHRISTINA [NL],passenger
61,Departure,2019-12-02 15:08,FLORO,SYLVARNES [NO],high speed
62,Departure,2019-12-02 15:08,SINGAPORE,PILOT GP59 [SG],tug
63,Departure,2019-12-02 15:08,FREDRIKSTAD,WILSON ROTTERDAM [NO],cargo
64,Departure,2019-12-02 15:08,ROSTOCK,BAMBERG [DE],tug
65,Departure,2019-12-02 15:08,MIAMI,JEAN RUTH [US],tug
66,Departure,2019-12-02 15:08,SOUTHAMPTON,SAZERAC [GB],yacht
67,Departure,2019-12-02 15:08,PLAYA DEL CARMEN,MEXICO III [MX],passenger
68,Arrival,2019-12-02 15:08,ROTTERDAM,ADELHEID [NL],cargo
69,Departure,2019-12-02 15:08,FUJAIRAH,SM5 MAITHA [AE],undefined
70,Departure,2019-12-02 15:08,HRISEY,SAEVAR [IS],passenger
71,Departure,2019-12-02 15:08,HAIAN,SHUANG TAI 27 [CN],passenger
72,Arrival,2019-12-02 15:08,RENDSBURG,SCHWARTENBEK [DE],tug
73,Arrival,2019-12-02 15:08,SPETSES,EVGENIA [GR],cargo
74,Departure,2019-12-02 15:08,WANGEROOGE,HARLINGERLAND [DE],passenger
75,Arrival,2019-12-02 15:08,DZAOUDZI,POLE [YT],passenger
76,Arrival,2019-12-02 15:08,BOKENAS,TELLUS [SE],passenger
77,Departure,2019-12-02 15:08,FISCHENHAFEN LABOE,PILOT BUELK [DE],tug
78,Arrival,2019-12-02 15:08,IJMUIDEN,EDITH [NL],tug
79,Departure,2019-12-02 15:08,KOELN,ALEXANDRIA [DE],yacht
80,Departure,2019-12-02 15:07,GUERNSEY,SARK VENTURE [GG],passenger
81,Arrival,2019-12-02 15:07,PORTSMOUTH,WIGHT RYDER 2 [GB],high speed
82,Departure,2019-12-02 15:07,AVEDORE,ARGONAUT [DK],tug
83,Arrival,2019-12-02 15:07,MAASBRACHT,JILL-F [NL],undefined
84,Departure,2019-12-02 15:07,KYMI,ACHILLEAS [GR],passenger
85,Arrival,2019-12-02 15:07,FOTO,GG100 BARE [SE],fishing
86,Arrival,2019-12-02 15:07,COWES,RED KESTREL [GB],cargo
87,Arrival,2019-12-02 15:07,EMDEN,NORDLICHT [DE],high speed
88,Departure,2019-12-02 15:07,JUDABERG,RYGEROEY [NO],high speed
89,Departure,2019-12-02 15:07,BODOE,VAEROY [NO],passenger
90,Arrival,2019-12-02 15:07,LORIENT,VDC HYDRA [FR],undefined
91,Departure,2019-12-02 15:07,FAABORG,FAABORG III [DK],passenger
92,Departure,2019-12-02 15:07,GALLE,C/S. ASEAN RESTORER [LK],tug
93,Departure,2019-12-02 15:07,SWARTZ BAY,COASTAL CELEBRATION [CA],passenger
94,Arrival,2019-12-02 15:07,LIVERPOOL,VB DONAU [GB],tug
95,Departure,2019-12-02 15:07,QUEBEC,OCEAN RAYNALD T [CA],tug
96,Arrival,2019-12-02 15:07,L'AMETLLA DE MAR,BELL HORITZO [ES],fishing
97,Departure,2019-12-02 15:07,KRIMPEN,WITTE DE WITH [NL],passenger
98,Departure,2019-12-02 15:07,AMSTERDAM,ACTIEF [NL],tanker
99,Arrival,2019-12-02 15:07,CANCUN,CITYJET III [MX],passenger
100,Arrival,2019-12-02 15:07,ROTTERDAM CENTRUM,AQUA CAT [NL],passenger
101,Arrival,2019-12-02 15:07,ROTTERDAM CENTRUM,MSTX 3 [NL],high speed
102,Arrival,2019-12-02 15:07,DONSO,RIVO [SE],high speed
103,Departure,2019-12-02 15:07,LA BOUILLE,BAC 20 [FR],passenger
104,Departure,2019-12-02 15:07,COZUMEL,MEXICO IV [MX],passenger
105,Arrival,2019-12-02 15:07,NOVOROSSIYSK,BOSPOR [RU],tug
106,Arrival,2019-12-02 15:07,SPIEKEROOG,SPIEKEROOG 4 [DE],passenger
107,Arrival,2019-12-02 15:07,ROCKY POINT,TUG BENTLEY KING [JM],tug
108,Departure,2019-12-02 15:07,HARLINGEN,ROYAAL [NL],undefined
109,Arrival,2019-12-02 15:07,DORDRECHT,OLIESERVICE2 [NL],tanker
110,Departure,2019-12-02 15:07,PORTSMOUTH,P24-16027 [GB],tug
111,Arrival,2019-12-02 15:07,LYSAKER,BARONESSEN [NO],high speed
112,Arrival,2019-12-02 15:07,BOWEN ISLAND,QUEEN OF CAPILANO [CA],passenger
113,Arrival,2019-12-02 15:07,LIVERPOOL,VB  BARBADOS [GB],tug
114,Arrival,2019-12-02 15:07,LIVERPOOL,VB  BELGIE [GB],tug
115,Departure,2019-12-02 15:07,EEMSHAVEN,VOLANS [NL],cargo
116,Arrival,2019-12-02 15:07,MESSINA,PRINCESSOFDUBROVNIK [IT],high speed
117,Arrival,2019-12-02 15:07,RHEINAU,ALTRIP MANNHEIM [DE],undefined
118,Departure,2019-12-02 15:07,KINGSTON,WOLFE ISLANDER III [CA],passenger
119,Arrival,2019-12-02 15:07,ALTA,NEFELIN V [NO],high speed
120,Arrival,2019-12-02 15:07,TARRAGONA,NOELIA SEGUNDO [ES],fishing
121,Departure,2019-12-02 15:07,GRAVESEND,THAMES SWIFT [GB],undefined
122,Arrival,2019-12-02 15:07,BOTLEK - ROTTERDAM,ADANDI [NL],cargo
123,Arrival,2019-12-02 15:07,CORONEL,SAN JOSE [CL],fishing
124,Departure,2019-12-02 15:07,GODORF,ENDURANCE [DE],tanker
125,Departure,2019-12-02 15:07,MEGARA,AIANTAS [GR],passenger
126,Departure,2019-12-02 15:07,MAASVLAKTE - ROTTERDAM,TITAN [NL],tanker
127,Departure,2019-12-02 15:07,DELFT,PIA [NL],cargo
128,Arrival,2019-12-02 15:07,BREMERHAVEN,NORDENHAM [DE],passenger
129,Departure,2019-12-02 15:07,MAKASSAR,DHARMA RUCITRA VII [ID],cargo
130,Departure,2019-12-02 15:07,CHACAO,LSR-4423 [CL],undefined
131,Arrival,2019-12-02 15:07,HARLINGEN,UNION [NL],undefined
132,Arrival,2019-12-02 15:07,MOERDIJK,TRUDIE [NL],cargo
133,Departure,2019-12-02 15:07,SVOLVAER,ROEST [NO],passenger
134,Arrival,2019-12-02 15:07,CALAIS,CALAIS SEAWAYS [FR],passenger
135,Departure,2019-12-02 15:07,QUEBEC,LOMER GOUIN [CA],cargo
136,Departure,2019-12-02 15:07,ALGECIRAS,DIVING SHIP [ES],cargo
137,Departure,2019-12-02 15:07,TRAPANI,CARMEN M [IT],high speed
138,Departure,2019-12-02 15:06,LIVERPOOL,RAZORBILL [GB],tug
139,Departure,2019-12-02 15:06,LIST SYLT,PIDDER LUENG [DE],tug
140,Departure,2019-12-02 15:06,KINGSVILLE,PELEE ISLANDER II [CA],passenger
141,Departure,2019-12-02 15:06,SETUBAL,GARCA BRANCA [PT],passenger
142,Departure,2019-12-02 15:06,ROOSEVELT ROADS,JULIA LEIGH [PR],high speed
143,Arrival,2019-12-02 15:06,ASSENS,BAAGOE-FAERGEN [DK],passenger
144,Arrival,2019-12-02 15:06,GOSPORT,JAZZBO [GB],yacht
145,Arrival,2019-12-02 15:06,YANTIAN,HAI BANG DA 318 [CN],cargo
146,Arrival,2019-12-02 15:06,HENNINGSVAR,FV BORGENFJORD [NO],fishing
147,Arrival,2019-12-02 15:06,FLORO,FRIDE [NO],cargo
148,Departure,2019-12-02 15:06,BEVERWIJK,ORION 4 [NL],undefined
149,Arrival,2019-12-02 15:06,SCHAPRODE,VITTE [DE],passenger
150,Departure,2019-12-02 15:06,SWARTZ BAY,QUEEN OF CUMBERLAND [CA],passenger
151,Arrival,2019-12-02 15:06,GDYNIA,PILOT-5 [PL],tug
152,Arrival,2019-12-02 15:06,HALS,EGENSE [DK],passenger
153,Arrival,2019-12-02 15:06,KAOHSIUNG,WAN HAI 163 [TW],cargo
154,Departure,2019-12-02 15:06,CATAWBA ISLAND,WM. MARKET [US],passenger
155,Arrival,2019-12-02 15:06,STORUGNS,DONGEBORG [SE],cargo
156,Arrival,2019-12-02 15:06,AMSTERDAM,SVITZER AMSTEL [NL],tug
157,Arrival,2019-12-02 15:06,ROTTERDAM,THEODELA [NL],tanker
158,Departure,2019-12-02 15:06,PERAMA,IOANNIS THIRESIA [GR],passenger
159,Arrival,2019-12-02 15:06,GUERNSEY,INNOVATOR [GG],fishing
160,Departure,2019-12-02 15:06,ANTWERP,ALLEGRO [BE],cargo
161,Arrival,2019-12-02 15:06,ROTTERDAM CENTRUM,MSTX 15 [NL],undefined
162,Arrival,2019-12-02 15:06,PIRAEUS,CHRISTOS XXX [GR],tug
163,Arrival,2019-12-02 15:06,AMSTERDAM,HARMONIE [NL],cargo
164,Departure,2019-12-02 15:06,NIEUWEGEIN,PIZ ARINA [NL],tanker
165,Arrival,2019-12-02 15:06,SLEEUWIJK,GORINCHEM XI [NL],passenger
166,Arrival,2019-12-02 15:06,SAN FRANCISCO,MILLENNIUM [US],high speed
167,Arrival,2019-12-02 15:06,HINGHAM SHIPYARD,AURORA [US],high speed
168,Departure,2019-12-02 15:06,RUDKOBING,STRYNOE [DK],passenger
169,Arrival,2019-12-02 15:06,DUNDALK,LYNNE MORAN [US],undefined
170,Arrival,2019-12-02 15:06,PORT EVERGLADES,PILOT NO 7 [US],tug
171,Arrival,2019-12-02 15:06,TOPOLOBAMPO,SANTA MARCELA [MX],cargo
172,Arrival,2019-12-02 15:06,ROZENBURG,PERFECT [NL],cargo
173,Arrival,2019-12-02 15:06,PAPENDRECHT,SCHIE [NL],passenger
174,Arrival,2019-12-02 15:06,PRVIC SEPURINE,TIJAT [HR],passenger
175,Arrival,2019-12-02 15:06,SAN LORENZO,SURUBI [AR],undefined
176,Departure,2019-12-02 15:06,KAOHSIUNG,S18 YUNG TONG NO 18 [TW],tug
177,Arrival,2019-12-02 15:06,PORT ARANSAS,ARNOLD W. OLIVER [US],passenger
178,Arrival,2019-12-02 15:06,LITTLEHAMPTON,NIKE [GB],yacht
179,Arrival,2019-12-02 15:06,POOLE,PB BARRACUDA [GB],tug
180,Arrival,2019-12-02 15:06,LEMONT,MARY C [US],tug
181,Departure,2019-12-02 15:06,COZUMEL,YACATECUTLI [MX],undefined
182,Arrival,2019-12-02 15:06,PORTAFERRY,STRANGFORD 2 [GB],passenger
183,Arrival,2019-12-02 15:06,UTAAKER,KVINNHERAD [NO],passenger
184,Departure,2019-12-02 15:06,SIBOLGA,WIRA ONO NIHA [ID],passenger
185,Arrival,2019-12-02 15:06,HOEK VAN HOLLAND,KRVE 60 [NL],high speed
186,Departure,2019-12-02 15:06,NORDDEICH,PIROLA [DE],fishing
187,Departure,2019-12-02 15:06,MONDORF,CHRISTOPHORUS [DE],undefined
188,Arrival,2019-12-02 15:06,DRUMMOND ISLAND,DRUMMOND ISLANDER IV [US],passenger
189,Departure,2019-12-02 15:06,DE TOUR VILLAGE,DRUMMOND ISLANDER IV [US],passenger
190,Departure,2019-12-02 15:06,ROTTERDAM CENTRUM,AUDREY [NL],cargo
191,Arrival,2019-12-02 15:06,TRIESTE,RASANT [IT],tug
192,Departure,2019-12-02 15:06,HEMIKSEM,SMYLTINE [BE],passenger
193,Departure,2019-12-02 15:06,TROMSO,MULTI PROVIDER [NO],cargo
194,Departure,2019-12-02 15:06,CULEBRA,COASTAL EXPLORER [PR],passenger
195,Departure,2019-12-02 15:06,CANCUN,CITYJET III [MX],passenger
196,Departure,2019-12-02 15:06,SAO FRANCISCO DO SUL,PILOT 7 [BR],undefined
197,Arrival,2019-12-02 15:06,PADUCAH,JACKIE ENGLERT [US],tug
198,Arrival,2019-12-02 15:06,PORTSMOUTH,HMS TRUMPETER [GB],tug
199,Arrival,2019-12-02 15:06,MONGSTAD ,MELDERSKIN [NO],passenger
200,Arrival,2019-12-02 15:06,MOSSEL BAY,LEONORA [ZA],fishing
201,Arrival,2019-12-02 15:06,CARTAGENA,MISTRAL [CO],tug
202,Departure,2019-12-02 15:06,STYKKISHOLMUR,BALDUR [IS],passenger
203,Departure,2019-12-02 15:06,DUNDEE,RIX MERLIN [GB],tanker
204,Departure,2019-12-02 15:05,THYBORON,MONSUN [DK],fishing
205,Arrival,2019-12-02 15:05,VAAGE,SELBJORNSFJORD [NO],passenger
206,Arrival,2019-12-02 15:05,ROENNE,WILMA [DK],yacht
207,Departure,2019-12-02 15:05,VUOSAARI,FINNSTAR [FI],passenger
208,Departure,2019-12-02 15:05,GENEMUIDEN,DEO FAVENTE [NL],cargo
209,Arrival,2019-12-02 15:05,NEW IBERIA,SECRETARIAT [US],yacht
210,Arrival,2019-12-02 15:05,LIVERPOOL,VB ELBE [GB],tug
211,Departure,2019-12-02 15:05,CRISTOBAL,PAN QUEEN [PA],cargo
212,Departure,2019-12-02 15:05,KLEPPESTO,EKSPRESSEN [NO],high speed
213,Departure,2019-12-02 15:05,MOLDE,OERSTA [NO],passenger
214,Arrival,2019-12-02 15:05,ASUNCION,LATERE [PY],undefined
215,Arrival,2019-12-02 15:05,CORPUS CHRISTI,TED C. LITTON [US],tug
216,Departure,2019-12-02 15:05,FLORO,OEYSERVICE [NO],high speed
217,Arrival,2019-12-02 15:05,FORT LAUDERDALE,VAAO [US],yacht
218,Arrival,2019-12-02 15:05,MORTAVIKA,MASTRAFJORD [NO],passenger
219,Departure,2019-12-02 15:05,IJMUIDEN,UK94 JAN VAN CEES [NL],fishing
220,Departure,2019-12-02 15:05,SAN FRANCISCO,SOLITARY [US],tug
221,Arrival,2019-12-02 15:05,CARTAGENA,ALTRA [CO],tug
222,Arrival,2019-12-02 15:05,CUXHAVEN,PILOTTENDER GRODEN [DE],tug
223,Arrival,2019-12-02 15:05,ROSTOCK,FAIRPLAY XII [DE],tug
224,Arrival,2019-12-02 15:05,IBIZA,ECO TERRA [ES],passenger
225,Departure,2019-12-02 15:05,XIAMEN,CAPE FLINT [CN],cargo
226,Departure,2019-12-02 15:05,FRANKFURT AM MAIN,KLAUS KRIEGER [DE],undefined
227,Departure,2019-12-02 15:05,ROTTERDAM WAALHAVEN,MSTX 3 [NL],high speed
228,Departure,2019-12-02 15:05,TEXEL,TEXELSTROOM [NL],passenger
229,Departure,2019-12-02 15:05,OLYA,AGAT [RU],tug
230,Departure,2019-12-02 15:05,BUSAN,1 SHIN CHANG [KR],undefined
231,Departure,2019-12-02 15:05,AVEIRO,HUGO RICARDO [PT],fishing
232,Departure,2019-12-02 15:05,SAN FRANCISCO,BAY BREEZE [US],passenger
233,Departure,2019-12-02 15:05,SINGAPORE,ASME 5 [SG],yacht
234,Arrival,2019-12-02 15:05,ST PETERSBURG,VOLA [RU],cargo
235,Departure,2019-12-02 15:05,PERTH AMBOY,SEELEY [US],tug
236,Departure,2019-12-02 15:05,NANSHA,SUI GANG YIN 20 [CN],tug
237,Departure,2019-12-02 15:05,MOSS,BASTO VI [NO],passenger
238,Arrival,2019-12-02 15:05,ROZENBURG,STAELDIEP [NL],passenger
239,Arrival,2019-12-02 15:05,SEMBAWANG,MPA VIII [SG],passenger
240,Departure,2019-12-02 15:05,ASKO,M.F.ASKOE [DK],passenger
241,Departure,2019-12-02 15:05,AMSTERDAM,IJSSELMONDE [NL],undefined
242,Arrival,2019-12-02 15:05,HAMBURG,ST. PAULI [DE],passenger
243,Arrival,2019-12-02 15:05,BALTRUM,BALTRUM 3 [DE],passenger
244,Departure,2019-12-02 15:05,MESSINA,TELEPASS [IT],passenger
245,Departure,2019-12-02 15:05,DZAOUDZI,KARIHANI [YT],passenger
246,Departure,2019-12-02 15:05,CONFLANS,YACHT [FR],cargo
247,Departure,2019-12-02 15:05,PORTSMOUTH,SOLENT CAT [GB],passenger
248,Arrival,2019-12-02 15:05,ALESUND,NOERVOEY [NO],high speed
249,Departure,2019-12-02 15:05,AUKRA,EIRA [NO],passenger
250,Arrival,2019-12-02 15:05,SEATTLE,ISLAND BREEZE [US],yacht
251,Departure,2019-12-02 15:05,MARKEN,VOLENDAM [NL],passenger
252,Arrival,2019-12-02 15:05,ZAANDAM,PONT 6 [NL],passenger
253,Departure,2019-12-02 15:05,KOELN,EXCELLENCE COUNTESS [DE],passenger
254,Departure,2019-12-02 15:05,COWES,RED FALCON [GB],passenger
255,Arrival,2019-12-02 15:05,SCHIEDAM,SNOEK [NL],passenger
256,Departure,2019-12-02 15:05,VILLA SAN GIOVANNI,ELIO [IT],undefined
257,Departure,2019-12-02 15:05,HELSINGBORG,PERNILLE [SE],passenger
258,Arrival,2019-12-02 15:05,ARSVAGEN,RAUNEFJORD [NO],passenger
259,Departure,2019-12-02 15:05,FLORO,FJORDGLYTT [NO],high speed
260,Arrival,2019-12-02 15:05,ALTAMIRA,CAMILA B [MX],tanker
261,Arrival,2019-12-02 15:05,LE GRAU DU ROI,F/V MARIE JEREMY [FR],fishing
262,Arrival,2019-12-02 15:05,IJMUIDEN,PONT 4 [NL],passenger
263,Arrival,2019-12-02 15:05,ROERVIK,SULAVAAG [NO],fishing
264,Arrival,2019-12-02 15:05,MERAK,TIRTAYASA IV 216 [ID],tug
265,Arrival,2019-12-02 15:05,USHUAIA,ELISABETTA I [AR],passenger
266,Departure,2019-12-02 15:05,XIAMEN,MIN XIA MEN KE 0118 [CN],passenger
267,Arrival,2019-12-02 15:05,PACHI,KONSTANTINOS [GR],fishing
268,Departure,2019-12-02 15:05,BODOE,OFOTEN [NO],high speed
269,Arrival,2019-12-02 15:05,LA GUAIRA,MARGARITA 1 [VE],undefined
270,Arrival,2019-12-02 15:05,BOULOGNE-SUR-MER,F/V MANUREVA [FR],fishing
271,Departure,2019-12-02 15:05,OSLO,KONGEN [NO],passenger
272,Departure,2019-12-02 15:05,HELGOLAND,HELGOLAND [DE],passenger
273,Arrival,2019-12-02 15:05,BRUNSBUETTEL,FAEHRE DANZIG [DE],passenger
274,Arrival,2019-12-02 15:05,SAUSALITO,SAN FRANCISCO [US],passenger
275,Departure,2019-12-02 15:05,VINEYARD HAVEN,WOODS HOLE [US],passenger
276,Arrival,2019-12-02 15:05,MAASSLUIS,BLANKENBURG [NL],passenger
277,Departure,2019-12-02 15:05,MAMOUDZOU,POLE [YT],passenger
278,Departure,2019-12-02 15:05,SETUBAL,LIBERTAS [PT],tug
279,Arrival,2019-12-02 15:05,AMSTERDAM,ANNE FRANK [NL],passenger
280,Arrival,2019-12-02 15:05,MALONGO,SURFER 1865 [AO],undefined
281,Departure,2019-12-02 15:05,VLISSINGEN,VLB-1 [NL],cargo
282,Departure,2019-12-02 15:05,DELFSHAVEN,AQUA CAT [NL],passenger
283,Departure,2019-12-02 15:04,PENDIK,RECEP TAYYIP ERDOGAN [TR],high speed
284,Arrival,2019-12-02 15:04,LEIXOES,PROMETEU [PT],tug
285,Departure,2019-12-02 15:04,SHELTER ISLAND HEIGH,MANHANSETT [US],passenger
286,Departure,2019-12-02 15:04,FORT LAUDERDALE,AVALON [US],yacht
287,Arrival,2019-12-02 15:04,HELSINKI,SUOMENLINNA II [FI],passenger
288,Departure,2019-12-02 15:04,HALSA,RAUMA [NO],passenger
289,Departure,2019-12-02 15:04,FRASER SURREY,SMIT HUNTER [CA],tug
290,Arrival,2019-12-02 15:04,ALBLASSERDAM,WANTIJ [NL],passenger
291,Arrival,2019-12-02 15:04,HONG KONG,SEA STRIKE [HK],passenger
292,Departure,2019-12-02 15:04,MELBOURNE,UNION TOPAZ [AU],tug
293,Departure,2019-12-02 15:04,CIUDAD DE CORRIENTES,AYVHN7 [AR],undefined
294,Departure,2019-12-02 15:04,UST-LUGA,SB-1640 [RU],tug
295,Arrival,2019-12-02 15:04,SARNIA,CAPE DISCOVERY [CA],tug
296,Departure,2019-12-02 15:04,SINGAPORE,LL MACAN TUTUL 02 [SG],tug
297,Departure,2019-12-02 15:04,RAFINA,EVIA STAR [GR],passenger
298,Departure,2019-12-02 15:04,WYK AUF FOHR,NORDERAUE [DE],passenger
299,Departure,2019-12-02 15:04,RESISTANCIA,FUERZA DEL DESTINO [AR],undefined
300,Departure,2019-12-02 15:04,ROTTERDAM WAALHAVEN,CHRISTINA [NL],passenger
301,Departure,2019-12-02 15:04,GANDIA,CIUDAD DE CEUTA [ES],passenger
302,Arrival,2019-12-02 15:04,DURBAN,KEY LARGO [ZA],fishing
303,Arrival,2019-12-02 15:04,XIAMEN,LUN DU 20 [CN],undefined
304,Departure,2019-12-02 15:04,XIAMEN,XIAGANGTUOSHISANHAO [CN],tug
305,Departure,2019-12-02 15:04,HAREID,GODOEY [NO],high speed
306,Arrival,2019-12-02 15:04,NATOVI,OHANA [FJ],passenger
307,Departure,2019-12-02 15:04,RATHLIN ISLAND,SPIRIT OF RATHLIN [GB],passenger
308,Arrival,2019-12-02 15:04,RORO,ULRIKA [SE],passenger
309,Departure,2019-12-02 15:04,PARGUA,CRUZ DEL SUR III [CL],passenger
310,Departure,2019-12-02 15:04,PORTSMOUTH,SD SOLENT RACER [GB],tug
311,Arrival,2019-12-02 15:04,PORTSMOUTH,SPIRIT OF PORTSMOUTH [GB],passenger
312,Arrival,2019-12-02 15:04,PORT JEROME,BAC14 [FR],passenger
313,Departure,2019-12-02 15:04,MAASBRACHT,DOUWINA. [NL],cargo
314,Arrival,2019-12-02 15:04,JUDABERG,RYGEROEY [NO],high speed
315,Departure,2019-12-02 15:04,FUKUYAMA,HYPERECO [JP],cargo
316,Arrival,2019-12-02 15:04,FECAMP,F/V STARLIGHT [FR],fishing
317,Arrival,2019-12-02 15:04,SAN DIEGO,CG STEADFAST [US],tug
318,Departure,2019-12-02 15:04,BRINDISI,KING ARTHUR [IT],tanker
319,Departure,2019-12-02 15:04,HJELMELAND,HJELMELAND [NO],passenger
320,Departure,2019-12-02 15:04,STRANGFORD,STRANGFORD 2 [GB],passenger
321,Arrival,2019-12-02 15:04,VLISSINGEN STATION,ADELAAR [NL],tug
322,Departure,2019-12-02 15:04,GJERMUNDSHAMN,ULLENSVANG [NO],passenger
323,Departure,2019-12-02 15:04,DRUTEN,RWS 72 [NL],undefined
324,Departure,2019-12-02 15:04,RAJAEI,422961000 [IR],undefined
325,Departure,2019-12-02 15:04,INVERGORDON,BARDERA SEGUNDO [GB],tug
326,Arrival,2019-12-02 15:04,WISCHHAFEN,WILHELM KROOSS [DE],passenger
327,Departure,2019-12-02 15:04,NORRFJARDEN (SAVAR),HELENA ELISABETH [SE],passenger
328,Departure,2019-12-02 15:04,BOTLEK - ROTTERDAM,EN AVANT 9 [NL],tug
329,Arrival,2019-12-02 15:04,EASTHAM,BITLAND [GB],tanker
330,Arrival,2019-12-02 15:04,LE HAVRE,VB DEAUVILLE [26] [FR],tug
331,Arrival,2019-12-02 15:04,BLUMENTHAL,STEDINGEN [DE],passenger
332,Arrival,2019-12-02 15:04,DELFSHAVEN,AQUA SHUTTLE [NL],passenger
