,Event,Time,Port,Vessel,VesselType
2288,Arrival,2019-12-02 14:34,ESKIHISAR,BAHARIYE [TR],passenger
2289,Arrival,2019-12-02 14:34,ANTWERP,TWIN CITY LINER 1 [BE],passenger
2290,Departure,2019-12-02 14:34,CLINTON,WSF SUQUAMISH [US],passenger
2291,Departure,2019-12-02 14:34,KOUFONISI,EXPRESS SKOPELITIS [GR],passenger
2292,Departure,2019-12-02 14:34,SCHIEDAM,FAIRPLAY-28 [NL],tug
2293,Departure,2019-12-02 14:34,IJMUIDEN,PONT 4 [NL],passenger
2294,Departure,2019-12-02 14:34,DORDRECHT,ALBLAS [NL],passenger
2295,Departure,2019-12-02 14:34,VAL-DE-LA-HAYE,BAC 18 [FR],undefined
2296,Arrival,2019-12-02 14:34,JAKARTA,HYUNDAI FORWARD [ID],cargo
2297,Departure,2019-12-02 14:34,DUNKERQUE,HEIN [FR],tug
2298,Departure,2019-12-02 14:34,CHIWAN,METHI BHUM [CN],cargo
2299,Departure,2019-12-02 14:34,RODMAN,SMIT DANE [PA],tug
2300,Departure,2019-12-02 14:34,RIDDERKERK,DRECHTSTEDEN 2 [NL],undefined
2301,Arrival,2019-12-02 14:34,SCHIEDAM,B0412 [NL],tug
2302,Arrival,2019-12-02 14:34,NANAIMO,DAVID J [CA],tug
2303,Departure,2019-12-02 14:34,MOLDE,JEKTOEY [NO],high speed
2304,Arrival,2019-12-02 14:34,PORTO FERRAIO,MOBY BABY TWO [IT],high speed
2305,Arrival,2019-12-02 14:34,ANTWERP,TAMPICO [BE],cargo
2306,Departure,2019-12-02 14:34,PORTSMOUTH,ISLAND FLYER [GB],high speed
2307,Departure,2019-12-02 14:34,GENT,NAUTIEK [BE],cargo
2308,Arrival,2019-12-02 14:34,HAVOYSUND,AAROY [NO],high speed
2309,Arrival,2019-12-02 14:34,SURALAYA,KM.ARTA MULIA-2 [ID],cargo
2310,Departure,2019-12-02 14:34,BLUMENTHAL,STEDINGEN [DE],passenger
2311,Arrival,2019-12-02 14:34,GOTEBORG,ST ERIK [SE],passenger
2312,Arrival,2019-12-02 14:34,STAVANGER,RYGERBUEN [NO],passenger
2313,Departure,2019-12-02 14:34,HALS,EGENSE [DK],passenger
2314,Arrival,2019-12-02 14:34,RYDE,WIGHT RYDER 2 [GB],high speed
2315,Departure,2019-12-02 14:34,SALTHOLMEN,VIPAN [SE],passenger
2316,Arrival,2019-12-02 14:34,SURALAYA,TB.TIRTAYASA II 212 [ID],tug
2317,Arrival,2019-12-02 14:34,PUTTGARDEN,HOLGER DANSKE [DE],passenger
2318,Departure,2019-12-02 14:34,TUZLA,DELFIN EKSPRES-2 [TR],tug
2319,Arrival,2019-12-02 14:34,BOTLEK - ROTTERDAM,REINOD 9 [NL],cargo
2320,Arrival,2019-12-02 14:34,HONOLULU ,HENRY SAUSE [US],tug
2321,Arrival,2019-12-02 14:34,VILANOVA,MIGUEL Y MARIA [ES],fishing
2322,Arrival,2019-12-02 14:34,FAABORG,FAABORG III [DK],passenger
2323,Arrival,2019-12-02 14:34,PORTAFERRY,STRANGFORD 2 [GB],passenger
2324,Departure,2019-12-02 14:34,BOSTANCI,TEMEL REIS-II [TR],high speed
2325,Arrival,2019-12-02 14:34,DELFSHAVEN,AQUA CAT [NL],passenger
2326,Arrival,2019-12-02 14:34,MORTAVIKA,RAUNEFJORD [NO],passenger
2327,Arrival,2019-12-02 14:34,UELZEN,ENERGIE [DE],cargo
2328,Departure,2019-12-02 14:34,STOCKHOLM,DELFIN X [SE],passenger
2329,Arrival,2019-12-02 14:34,STOCKHOLM,KUNGSHATT [SE],passenger
2330,Arrival,2019-12-02 14:34,HUANGHUA,SHEN HUA 503 [CN],cargo
2331,Departure,2019-12-02 14:34,BOSTANCI,CANER KAPTAN 2 [TR],passenger
2332,Departure,2019-12-02 14:34,ROTTERDAM,RVE11 [NL],undefined
2333,Arrival,2019-12-02 14:34,HJELMELAND,HARDINGEN [NO],passenger
2334,Arrival,2019-12-02 14:34,VIAREGGIO,GIAGUARO [IT],undefined
2335,Arrival,2019-12-02 14:34,BREMERTON,RELIANCE [US],high speed
2336,Departure,2019-12-02 14:34,TEMA,KPONE EXPRESS [GH],tug
2337,Departure,2019-12-02 14:34,NORDDEICH,FRISIA I [DE],passenger
2338,Departure,2019-12-02 14:34,AGERSOE,AGERSOE III [DK],passenger
2339,Arrival,2019-12-02 14:34,ROTTERDAM CENTRUM,MSTX 8 [NL],high speed
2340,Arrival,2019-12-02 14:34,NESNA,LUROEY [NO],passenger
2341,Departure,2019-12-02 14:34,MIDDLESBROUGH,SVITZER BRISTOL [GB],tug
2342,Arrival,2019-12-02 14:34,ARQUES,TECLA [FR],undefined
2343,Arrival,2019-12-02 14:34,RHEINAU,ALTRIP MANNHEIM [DE],undefined
2344,Arrival,2019-12-02 14:34,AMSTERDAM,PONT 6 [NL],passenger
2345,Arrival,2019-12-02 14:34,TRONDHEIM,TYRHAUG [NO],high speed
2346,Departure,2019-12-02 14:34,KILLYBEGS,MERIDIAN [IE],fishing
2347,Arrival,2019-12-02 14:34,MOLDE,FANNEFJORD [NO],passenger
2348,Departure,2019-12-02 14:34,WERKENDAM,GORINCHEM XI [NL],passenger
2349,Departure,2019-12-02 14:33,ROTTERDAM,AQUA LIGERA [NL],tanker
2350,Arrival,2019-12-02 14:33,TIEL,POMONA [NL],passenger
2351,Arrival,2019-12-02 14:33,PORTSMOUTH,VICTORIA OF WIGHT [GB],passenger
2352,Arrival,2019-12-02 14:33,ABERDEEN,KL BREVIKFJORD [GB],tug
2353,Departure,2019-12-02 14:33,IJMUIDEN,PHOENIX [NL],tug
2354,Arrival,2019-12-02 14:33,OAKLAND,CARINA [US],passenger
2355,Departure,2019-12-02 14:33,LIMASSOL,JUDITH BORCHARD [CY],cargo
2356,Arrival,2019-12-02 14:33,DELFT,RODORT 7 [NL],tanker
2357,Departure,2019-12-02 14:33,SKJERSHOLMANE,VIKINGEN [NO],passenger
2358,Arrival,2019-12-02 14:33,WOUDRICHEM,SARAH [NL],tug
2359,Departure,2019-12-02 14:33,COURSEULLES,F/V LE CHAROGNARD [FR],fishing
2360,Departure,2019-12-02 14:33,HAMBURG,TOLLERORT [DE],passenger
2361,Arrival,2019-12-02 14:33,PAPENDRECHT,WITTE DE WITH [NL],passenger
2362,Departure,2019-12-02 14:33,LISBOA,CESARIO VERDE [PT],passenger
2363,Arrival,2019-12-02 14:33,NIEUWEGEIN,GERO-B [NL],cargo
2364,Arrival,2019-12-02 14:33,MANZANILLO,CENTENARIOTRADER [PA],tanker
2365,Departure,2019-12-02 14:33,PUERTO DE SALINETAS,VB ALBORAN [ES],tug
2366,Departure,2019-12-02 14:33,RIDDERKERK,SCHIE [NL],passenger
2367,Departure,2019-12-02 14:33,KARLSKRONA,YXLAN [SE],passenger
2368,Departure,2019-12-02 14:33,NOVOROSSIYSK,ALTAIR [RU],tug
2369,Arrival,2019-12-02 14:33,BELLINGHAM,ROSARIO [US],tug
2370,Arrival,2019-12-02 14:33,RAJAEI,HADI 2 [IR],tug
2371,Departure,2019-12-02 14:33,HOPA,NEVA-LEADER 3 [TR],cargo
2372,Departure,2019-12-02 14:33,VERDAL,BOA FRIGG [NO],tug
2373,Departure,2019-12-02 14:33,HELSINGOR,PERNILLE [DK],passenger
2374,Arrival,2019-12-02 14:33,PORT BLAIR,M.V.SHER_ALLI [IN],undefined
2375,Arrival,2019-12-02 14:33,CAPE TOWN,ENIGMA [ZA],yacht
2376,Departure,2019-12-02 14:33,HAMBURG,HELENA SCHEPERS [DE],cargo
2377,Departure,2019-12-02 14:33,HEMIKSEM,TWIN CITY LINER 1 [BE],passenger
2378,Arrival,2019-12-02 14:33,ESBJERG,FREKE R [DK],cargo
2379,Arrival,2019-12-02 14:33,KRISTIANSAND,G.M. DANNEVIG [NO],fishing
2380,Departure,2019-12-02 14:33,BIRKENHEAD,NJORD MAGNI [GB],undefined
2381,Arrival,2019-12-02 14:33,DONSO,RESCUER [SE],tug
2382,Arrival,2019-12-02 14:33,KRISHNAPATNAM,NEW DESTINY [IN],cargo
2383,Departure,2019-12-02 14:33,SOUTHAMPTON,SP PATHFINDER [GB],tug
2384,Departure,2019-12-02 14:33,ROTTERDAM WAALHAVEN,KRVE 59 [NL],high speed
2385,Arrival,2019-12-02 14:33,KRISTIANSUND,TERNINGEN [NO],high speed
2386,Departure,2019-12-02 14:33,KLEPPESTO,EKSPRESSEN [NO],high speed
2387,Departure,2019-12-02 14:33,HALHJEM,SELBJORNSFJORD [NO],passenger
2388,Arrival,2019-12-02 14:33,AMSTERDAM,EILTANK 39 [NL],tanker
2389,Arrival,2019-12-02 14:33,THESSALONIKI,HUEY [GR],tanker
2390,Arrival,2019-12-02 14:33,PORTSMOUTH,SPIRIT OF PORTSMOUTH [GB],passenger
2391,Arrival,2019-12-02 14:33,SUNDE,FJORDBRIS [NO],high speed
2392,Departure,2019-12-02 14:33,AUKRA,EIRA [NO],passenger
2393,Departure,2019-12-02 14:33,BOSTON,LIGHTNING [US],high speed
2394,Departure,2019-12-02 14:33,STAVANGER,FJORDLYS [NO],high speed
2395,Departure,2019-12-02 14:33,STAVANGER,FJORDFART [NO],high speed
2396,Departure,2019-12-02 14:33,ANTSIRANANA,MAHATSANGY [MG],cargo
2397,Departure,2019-12-02 14:33,CILACAP,LCT.CIPTA HARAPAN 89 [ID],cargo
2398,Arrival,2019-12-02 14:33,SNAPTUN,M/F HJARNOE [DK],passenger
2399,Departure,2019-12-02 14:33,MAASSLUIS,BLANKENBURG [NL],passenger
2400,Departure,2019-12-02 14:33,BOGNES,BAROY [NO],passenger
2401,Departure,2019-12-02 14:33,SVANESUND,SVANHILD [SE],passenger
2402,Departure,2019-12-02 14:33,ZAANDAM,PONT 6 [NL],passenger
2403,Arrival,2019-12-02 14:33,SIBENIK,TIJAT [HR],passenger
2404,Arrival,2019-12-02 14:33,CUXHAVEN,MERCATOR [DE],undefined
2405,Departure,2019-12-02 14:33,NOVOROSSIYSK,ALIOT [RU],tug
2406,Departure,2019-12-02 14:33,SANDNESSJOEN,MOEYSALEN [NO],passenger
2407,Arrival,2019-12-02 14:33,CALAIS,PRIDE OF BURGUNDY [FR],passenger
2408,Departure,2019-12-02 14:33,ARSVAGEN,STAVANGERFJORD [NO],passenger
2409,Departure,2019-12-02 14:33,GIBRALTAR,WHITNAVIGATOR [GI],tanker
2410,Departure,2019-12-02 14:33,MUKILTEO,WSF TOKITAE [US],passenger
2411,Departure,2019-12-02 14:33,BOGNES,HAMAROEY [NO],passenger
2412,Departure,2019-12-02 14:33,CHIWAN,FOHANG906 [CN],cargo
2413,Arrival,2019-12-02 14:33,HONG KONG,LEE FOOK [HK],tanker
2414,Departure,2019-12-02 14:33,DAKAR,SOLEVANT [SN],fishing
2415,Departure,2019-12-02 14:33,DORDRECHT,AQUA RUNNER [NL],passenger
2416,Departure,2019-12-02 14:33,ESCRAVOS,SURFER 1941 [NG],undefined
2417,Departure,2019-12-02 14:33,KITIMAT,PACIFIC EXPLORER I [CA],passenger
2418,Arrival,2019-12-02 14:33,PAPENDRECHT,MERWEDAM [NL],passenger
2419,Departure,2019-12-02 14:33,ROTTERDAM WAALHAVEN,DUANCIS [NL],cargo
2420,Departure,2019-12-02 14:33,SIBENIK,TIJAT [HR],passenger
2421,Departure,2019-12-02 14:33,PORT ARTHUR,MUDD TUG 2 [US],tug
2422,Arrival,2019-12-02 14:33,ARRECIFE,BRIGHTON BELLE [ES],yacht
2423,Departure,2019-12-02 14:33,PARIS,VENERA [FR],cargo
2424,Arrival,2019-12-02 14:33,PARGUA,CRUZ DEL SUR III [CL],passenger
2425,Arrival,2019-12-02 14:33,UST-LUGA,NEREIS [RU],cargo
2426,Departure,2019-12-02 14:33,PORT JEROME,BAC14 [FR],passenger
2427,Departure,2019-12-02 14:33,ANACORTES,GUEMES [US],passenger
2428,Departure,2019-12-02 14:33,VAXHOLM,NINA [SE],passenger
2429,Arrival,2019-12-02 14:33,TANANGER,NS ORLA [NO],undefined
2430,Departure,2019-12-02 14:32,PORTSMOUTH,KING EXPLORER [GB],fishing
2431,Arrival,2019-12-02 14:32,SUAPE,ASSOS [BR],tanker
2432,Departure,2019-12-02 14:32,SOUTHAMPTON,UKSA NONNA OLIVE [GB],yacht
2433,Departure,2019-12-02 14:32,ROENNE,WILMA [DK],yacht
2434,Departure,2019-12-02 14:32,FANO,MENJA [DK],passenger
2435,Departure,2019-12-02 14:32,SALTHOLMEN,RIVO [SE],high speed
2436,Departure,2019-12-02 14:32,AUHAFEN,EIGER [CH],undefined
2437,Departure,2019-12-02 14:32,FORT LAUDERDALE,CAVU [US],yacht
2438,Arrival,2019-12-02 14:32,HONG KONG,PILOT 1 [HK],tug
2439,Departure,2019-12-02 14:32,BANDHOLM,M.F.ASKOE [DK],passenger
2440,Departure,2019-12-02 14:32,VOLENDAM,VOLENDAM [NL],passenger
2441,Departure,2019-12-02 14:32,MORTAVIKA,BOKNAFJORD [NO],passenger
2442,Departure,2019-12-02 14:32,RAS TANURA,MARCAP TAM1 [SA],tug
2443,Departure,2019-12-02 14:32,SINGAPORE,STL H8 [SG],cargo
2444,Arrival,2019-12-02 14:32,BLECKEDE,AMT NEUHAUS [DE],passenger
2445,Departure,2019-12-02 14:32,AMBARLI,ANKA 2 [TR],tug
2446,Arrival,2019-12-02 14:32,GILIMANUK,SATYA KENCANA 2 [ID],passenger
2447,Departure,2019-12-02 14:32,GILIMANUK,KMP SATRIA NST [ID],passenger
2448,Departure,2019-12-02 14:32,CALLAO,ATRIA [PE],tug
2449,Departure,2019-12-02 14:32,EREGLI,KAPTAN NAMIK K.AYDIN [TR],tug
2450,Departure,2019-12-02 14:32,KANESTRAUM,RAUMA [NO],passenger
2451,Arrival,2019-12-02 14:32,SOUTHAMPTON,RED JET 7 [GB],high speed
2452,Arrival,2019-12-02 14:32,CHITTAGONG,LMZ PHOEBE [BD],cargo
2453,Departure,2019-12-02 14:32,MCINROY,SOUND OF SOAY [GB],passenger
2454,Arrival,2019-12-02 14:32,MALONGO,SURF.1896(S21) [AO],undefined
2455,Departure,2019-12-02 14:32,ROTTERDAM WAALHAVEN,THAMESBANK [NL],tug
2456,Departure,2019-12-02 14:32,DORDRECHT,MERWEDAM [NL],passenger
2457,Departure,2019-12-02 14:32,AMSTERDAM,P 58 [NL],tug
2458,Departure,2019-12-02 14:32,BOHUS MALMON,MARIA [SE],undefined
2459,Departure,2019-12-02 14:32,SOR ARNOY,GILDESKAAL [NO],passenger
2460,Arrival,2019-12-02 14:32,IJMUIDEN,TERINA B [NL],tug
2461,Departure,2019-12-02 14:32,ELLESMERE,WD MICHEL [GB],tug
2462,Departure,2019-12-02 14:32,JINZHOU,LIAOJINYU15608 [CN],fishing
2463,Arrival,2019-12-02 14:32,MACAU,TAIPA [MO],high speed
2464,Arrival,2019-12-02 14:32,ROTTERDAM WAALHAVEN,MARTIE [NL],cargo
2465,Arrival,2019-12-02 14:32,RHOON,OTTER [NL],passenger
2466,Departure,2019-12-02 14:32,PORT KEMBLA,SVITZER RUBY [AU],tug
2467,Departure,2019-12-02 14:32,WESEL,PRESAGIO [DE],cargo
2468,Arrival,2019-12-02 14:32,GREAT YARMOUTH,EASTERN AURA [GB],yacht
2469,Departure,2019-12-02 14:32,ROTTERDAM,ARIANE [NL],tanker
2470,Departure,2019-12-02 14:32,SAN FRANCISCO,MENDOCINO [US],high speed
2471,Departure,2019-12-02 14:32,AMELAND,VIGILANT [NL],tug
2472,Arrival,2019-12-02 14:32,ALGECIRAS,SPABUNKER 51 [ES],tanker
2473,Departure,2019-12-02 14:32,STRANGFORD,STRANGFORD 2 [GB],passenger
2474,Arrival,2019-12-02 14:32,ALTAMIRA,MSC METHONI [MX],cargo
2475,Arrival,2019-12-02 14:32,ST THOMAS,ADVENTURER [VI],passenger
2476,Arrival,2019-12-02 14:32,SANDVIKVAAG,HUSAVIK [NO],passenger
2477,Departure,2019-12-02 14:32,SYKKYLVEN,ROVDEHORN [NO],passenger
2478,Arrival,2019-12-02 14:32,KHORFAKKAN,GULFNAVIGATION2 [AE],passenger
2479,Arrival,2019-12-02 14:32,RAFINA,EVIA STAR [GR],passenger
2480,Arrival,2019-12-02 14:32,PANJIN,DE YING 2 [CN],cargo
2481,Arrival,2019-12-02 14:32,VENICE (LA),MISS ALENE [US],tug
2482,Arrival,2019-12-02 14:32,BRESKENS,JUNTOS [NL],cargo
2483,Departure,2019-12-02 14:32,KINGSTON FERRY,WSF WALLA WALLA [US],passenger
2484,Departure,2019-12-02 14:32,BRUNSBUETTEL,FAEHRE BERLIN [DE],passenger
2485,Departure,2019-12-02 14:32,PUERTO DE SALINETAS,V.B. ADRIATICO [ES],tug
2486,Departure,2019-12-02 14:32,ROTTERDAM WAALHAVEN,FAIRPLAY 24 [NL],tug
2487,Departure,2019-12-02 14:32,PANJANG,TB.BSP II [ID],tug
2488,Departure,2019-12-02 14:32,PORT JEROME,MAGELLAN [FR],tanker
2489,Arrival,2019-12-02 14:32,SINGAPORE,YM UPWARD [SG],cargo
2490,Arrival,2019-12-02 14:32,SHUNDE,PINGNANRUNFA 508 [CN],cargo
2491,Departure,2019-12-02 14:32,CUMBRAE SLIP,LOCH SHIRA [GB],passenger
2492,Arrival,2019-12-02 14:32,SEATTLE,SALLY FOX [US],passenger
2493,Departure,2019-12-02 14:32,ORIENT POINT,PLUM ISLAND [US],passenger
2494,Departure,2019-12-02 14:32,SHANGHAI,HE SHENG [CN],cargo
2495,Departure,2019-12-02 14:32,LA BOUILLE,BAC 20 [FR],passenger
2496,Arrival,2019-12-02 14:32,DELFSHAVEN,MERCURIUS [NL],undefined
2497,Arrival,2019-12-02 14:32,MIAMI,DIABLO [US],yacht
2498,Departure,2019-12-02 14:32,DELFZIJL,ASTERIX [NL],tanker
2499,Departure,2019-12-02 14:32,VLAARDINGEN - ROTTERDAM,KRVE10 [NL],undefined
