,Event,Time,Port,Vessel,VesselType
276,Arrival,2019-12-08 15:25,NEW ORLEANS,VELMA C [US],/icons/icon3_511.png
277,Arrival,2019-12-08 15:25,QINZHOU,REN JIAN DA LIAN [CN],/icons/icon7_511.png
278,Arrival,2019-12-08 15:25,BALTIMORE,BALTIMORE [US],/icons/icon3_511.png
279,Arrival,2019-12-08 15:25,CAOFEIDIAN,SHEN YU 89 [CN],/icons/icon7_511.png
280,Departure,2019-12-08 15:25,HELSINKI,SILJA SERENADE [FI],/icons/icon6_511.png
281,Departure,2019-12-08 15:25,FORT LAUDERDALE,PARADERO [US],/icons/icon7_511.png
282,Departure,2019-12-08 15:25,WESEL,RIVER KWAI [DE],/icons/icon9_511.png
283,Departure,2019-12-08 15:25,VENNESUND,LYSINGEN [NO],/icons/icon6_511.png
284,Arrival,2019-12-08 15:24,BERGEN,ADMIRALEN [NO],/icons/icon4_511.png
285,Arrival,2019-12-08 15:24,ZEYTINBURNU,ENGIN KAPTAN-3 [TR],/icons/icon9_511.png
286,Arrival,2019-12-08 15:24,NOVOROSSIYSK,BOSPOR [RU],/icons/icon3_511.png
287,Arrival,2019-12-08 15:24,ABELNES,HIDRASUND [NO],/icons/icon6_511.png
288,Departure,2019-12-08 15:24,FOURCHON,FAST RUNNER [US],/icons/icon3_511.png
289,Arrival,2019-12-08 15:24,WARRENTON,COLUMBIA [US],/icons/icon3_511.png
290,Departure,2019-12-08 15:24,SAN FRANCISCO,VALOR [US],/icons/icon3_511.png
291,Arrival,2019-12-08 15:24,PORTSMOUTH,ISLAND FLYER [GB],/icons/icon4_511.png
292,Departure,2019-12-08 15:24,ROTTERDAM,EXPERIENCE [NL],/icons/icon3_511.png
293,Arrival,2019-12-08 15:24,IJMUIDEN,DRACO (PILOT VESSEL) [NL],/icons/icon3_511.png
294,Arrival,2019-12-08 15:24,BUSAN,207 HYUNDAE [KR],/icons/icon8_511.png
295,Arrival,2019-12-08 15:24,KETAPANG,KMP PRATHITA IV [ID],/icons/icon6_511.png
296,Arrival,2019-12-08 15:24,DORDRECHT,ALBLAS [NL],/icons/icon6_511.png
297,Arrival,2019-12-08 15:24,RIDDERKERK,VLIJ [NL],/icons/icon6_511.png
298,Departure,2019-12-08 15:24,SAN FRANCISCO,SOLANA [US],/icons/icon3_511.png
299,Departure,2019-12-08 15:24,MALOY,HORNELEN [NO],/icons/icon6_511.png
300,Departure,2019-12-08 15:24,MAASBRACHT,LAURA [NL],/icons/icon7_511.png
301,Arrival,2019-12-08 15:24,ARSVAGEN,STAVANGERFJORD [NO],/icons/icon6_511.png
302,Departure,2019-12-08 15:24,CHEVRON SF,PENTATHLON [US],/icons/icon8_511.png
303,Departure,2019-12-08 15:24,ANTWERP,RIO Y MAR [BE],/icons/icon8_511.png
304,Arrival,2019-12-08 15:24,CORRAL,CULLAMO [CL],/icons/icon6_511.png
305,Arrival,2019-12-08 15:24,SALAMINA,PARALOS [GR],/icons/icon6_511.png
306,Departure,2019-12-08 15:24,CHERRY POINT,OVERSEAS LOS ANGELES [US],/icons/icon8_511.png
307,Departure,2019-12-08 15:24,SHANTOU,WANG DA 159 [CN],/icons/icon7_511.png
308,Arrival,2019-12-08 15:24,VASSOY,TEDNO [NO],/icons/icon6_511.png
309,Departure,2019-12-08 15:24,XIAMEN,MIN XIA MEN KE 0118 [CN],/icons/icon6_511.png
310,Arrival,2019-12-08 15:24,SURABAYA,KT.BIMA 5 [ID],/icons/icon3_511.png
311,Departure,2019-12-08 15:24,LA BOUILLE,BAC 20 [FR],/icons/icon6_511.png
312,Arrival,2019-12-08 15:24,FORVIK,KJELLA [NO],/icons/icon6_511.png
313,Departure,2019-12-08 15:24,SAGUNTO,VB SONADOR [ES],/icons/icon3_511.png
314,Arrival,2019-12-08 15:24,KLAIPEDA,ATHENA SEAWAYS [LT],/icons/icon6_511.png
315,Arrival,2019-12-08 15:24,KERKYRA,IONAS [GR],/icons/icon6_511.png
316,Departure,2019-12-08 15:24,SALAMINA,IOANNIS-SOPHIA K [GR],/icons/icon6_511.png
317,Arrival,2019-12-08 15:24,DUISBURG,HENRI-R [DE],/icons/icon0_511.png
318,Arrival,2019-12-08 15:24,WIJK BIJ DUURSTEDE,AQUA VITA [NL],/icons/icon8_511.png
319,Arrival,2019-12-08 15:24,MONDORF,CHRISTOPHORUS [DE],/icons/icon0_511.png
320,Arrival,2019-12-08 15:24,KARLSKRONA,YXLAN [SE],/icons/icon6_511.png
321,Arrival,2019-12-08 15:23,WIJNEGEM,ERTEPELLER [BE],/icons/icon7_511.png
322,Arrival,2019-12-08 15:23,EEMSHAVEN,LYRA (PILOTS) [NL],/icons/icon3_511.png
323,Departure,2019-12-08 15:23,BATON ROUGE,CHARLES CUTHBERT [US],/icons/icon3_511.png
324,Departure,2019-12-08 15:23,DELFSHAVEN,MSTX 14 [NL],/icons/icon4_511.png
325,Departure,2019-12-08 15:23,AMSTERDAM,PONT 6 [NL],/icons/icon6_511.png
326,Departure,2019-12-08 15:23,QUEBEC,LOMER GOUIN [CA],/icons/icon7_511.png
327,Arrival,2019-12-08 15:23,FUJAIRAH,TRANSPORTER [AE],/icons/icon3_511.png
328,Departure,2019-12-08 15:23,GEESTHACHT,TMS MEGANTIC [DE],/icons/icon0_511.png
329,Departure,2019-12-08 15:23,LISBOA,CAMPOLIDE [PT],/icons/icon6_511.png
330,Departure,2019-12-08 15:23,NORDSKAGET,RO FJELL [NO],/icons/icon10_511.png
331,Arrival,2019-12-08 15:23,DAPITAN,LITE FERRY30 [PH],/icons/icon0_511.png
332,Arrival,2019-12-08 15:23,MISTEN,ROESUND [NO],/icons/icon6_511.png
333,Arrival,2019-12-08 15:23,ROESELARE,MOVIMENTO [BE],/icons/icon7_511.png
334,Departure,2019-12-08 15:23,ROTTERDAM WAALHAVEN,MSTX 9 [NL],/icons/icon4_511.png
335,Arrival,2019-12-08 15:23,TUNO,TUNOEFAERGEN [DK],/icons/icon6_511.png
336,Departure,2019-12-08 15:23,CHEVRON SF,KEEGAN FOSS [US],/icons/icon3_511.png
337,Departure,2019-12-08 15:23,CHERRY POINT,NANUQ [US],/icons/icon3_511.png
338,Arrival,2019-12-08 15:23,USHUAIA,YAGHAN [AR],/icons/icon0_511.png
339,Arrival,2019-12-08 15:23,LONDON,STORM CLIPPER [GB],/icons/icon4_511.png
340,Arrival,2019-12-08 15:23,AMAGASAKINISHINOMIYA,IMAFUKU [JP],/icons/icon7_511.png
341,Departure,2019-12-08 15:23,STAVANGER,FJORDDROTT [NO],/icons/icon4_511.png
342,Departure,2019-12-08 15:23,ROTTERDAM WAALHAVEN,AQUA SHUTTLE [NL],/icons/icon6_511.png
343,Departure,2019-12-08 15:23,KRIMPEN,SCHIE [NL],/icons/icon6_511.png
344,Arrival,2019-12-08 15:23,LAVERA,NORTHSEA BETA [FR],/icons/icon8_511.png
345,Arrival,2019-12-08 15:23,KUSADASI,MEANDER EXPRESS [TR],/icons/icon6_511.png
346,Arrival,2019-12-08 15:23,STADERSAND,GEO GRAPH [DE],/icons/icon7_511.png
347,Departure,2019-12-08 15:23,BIRKENHEAD,SNOWDROP [GB],/icons/icon6_511.png
348,Departure,2019-12-08 15:23,HALSA,SVANOY [NO],/icons/icon6_511.png
349,Arrival,2019-12-08 15:23,MOMBASA,KWALE [KE],/icons/icon6_511.png
350,Arrival,2019-12-08 15:23,MUSAFFAH,ESNAAD  230 [AE],/icons/icon3_511.png
351,Departure,2019-12-08 15:23,MAASVLAKTE - ROTTERDAM,11120554 [NL],/icons/icon12_511.png
352,Arrival,2019-12-08 15:23,GIBRALTAR,MARA [GI],/icons/icon9_511.png
353,Arrival,2019-12-08 15:23,PERAMA,ADRIANA [GR],/icons/icon8_511.png
354,Arrival,2019-12-08 15:23,ROTTERDAM CENTRUM,MSTX 15 [NL],/icons/icon0_511.png
355,Departure,2019-12-08 15:23,SOUTHAMPTON,RED JET 4 [GB],/icons/icon4_511.png
356,Departure,2019-12-08 15:23,NOVOROSSIYSK,FLAGMAN [RU],/icons/icon8_511.png
357,Departure,2019-12-08 15:23,MACAU,UNIVERSAL MK2013 [MO],/icons/icon4_511.png
358,Arrival,2019-12-08 15:23,SJAELLANDS ODDE,EXPRESS 4 [DK],/icons/icon4_511.png
359,Arrival,2019-12-08 15:23,ASTORIA,CONNOR FOSS [US],/icons/icon9_511.png
360,Departure,2019-12-08 15:23,LEMBAR,KMP. WIHAN BAHARI [ID],/icons/icon6_511.png
361,Departure,2019-12-08 15:23,ANTWERP,SMYLTINE [BE],/icons/icon6_511.png
362,Departure,2019-12-08 15:23,LEMWERDER,LEMWERDER2 [DE],/icons/icon6_511.png
363,Arrival,2019-12-08 15:23,EDMONDS,WSF SPOKANE [US],/icons/icon6_511.png
364,Departure,2019-12-08 15:23,VAXHOLM,NINA [SE],/icons/icon6_511.png
365,Departure,2019-12-08 15:23,KRISTIANSUND,TYRHAUG [NO],/icons/icon4_511.png
366,Arrival,2019-12-08 15:23,ROTTERDAM WAALHAVEN,EN AVANT 30 [NL],/icons/icon3_511.png
367,Arrival,2019-12-08 15:23,DAR ES SALAAM,ULINZI 1 [TZ],/icons/icon4_511.png
368,Departure,2019-12-08 15:23,RIO,AGIA VARVARA [GR],/icons/icon6_511.png
369,Departure,2019-12-08 15:23,CRISTOBAL,LENGUADO [PA],/icons/icon3_511.png
370,Departure,2019-12-08 15:23,BOTLEK - ROTTERDAM,HEBO-CAT 9 [NL],/icons/icon3_511.png
371,Arrival,2019-12-08 15:23,SOZOPOL,SV.NIKOLA [BG],/icons/icon10_511.png
372,Arrival,2019-12-08 15:23,BLUMENTHAL,STEDINGEN [DE],/icons/icon6_511.png
373,Departure,2019-12-08 15:23,BREMERTON,WSF KALEETAN [US],/icons/icon6_511.png
374,Arrival,2019-12-08 15:23,LIVORNO,MSC CORDOBA [IT],/icons/icon7_511.png
375,Arrival,2019-12-08 15:23,BUCEO,PILOT BOAT SEA PILOT [UY],/icons/icon3_511.png
376,Departure,2019-12-08 15:22,MOSS,BASTO II [NO],/icons/icon6_511.png
377,Arrival,2019-12-08 15:22,PORTSMOUTH,SOLENT CAT [GB],/icons/icon6_511.png
378,Arrival,2019-12-08 15:22,NEW LONDON,CAPE HENLOPEN [US],/icons/icon6_511.png
379,Arrival,2019-12-08 15:22,BRUNSBUETTEL,FAEHRE BERLIN [DE],/icons/icon6_511.png
380,Arrival,2019-12-08 15:22,RHEINAU,ALTRIP MANNHEIM [DE],/icons/icon0_511.png
381,Departure,2019-12-08 15:22,REGENSBURG,TRAVELMARVEL JEWEL [DE],/icons/icon0_511.png
382,Departure,2019-12-08 15:22,GIBRALTAR,GIBPILOTS SOVEREIGN [GI],/icons/icon3_511.png
383,Departure,2019-12-08 15:22,KETAPANG,KMP.NIAGA FERRY II [ID],/icons/icon6_511.png
384,Departure,2019-12-08 15:22,ROTTERDAM,SMIT HUDSON [NL],/icons/icon3_511.png
385,Departure,2019-12-08 15:22,DUSSELDORF,WSP 2 [DE],/icons/icon0_511.png
386,Departure,2019-12-08 15:22,MARCUS HOOK,MCALLISTER RESPONDER [US],/icons/icon3_511.png
387,Arrival,2019-12-08 15:22,ST PETERSBURG,HANSA ASIA [RU],/icons/icon7_511.png
388,Arrival,2019-12-08 15:22,DOS BOCAS,ISLA GRANDE [MX],/icons/icon0_511.png
389,Arrival,2019-12-08 15:22,IJMUIDEN,ORANGE STRAIT [NL],/icons/icon7_511.png
390,Arrival,2019-12-08 15:22,HEDEN (HONO),ADA [SE],/icons/icon6_511.png
391,Departure,2019-12-08 15:22,ROTTERDAM WAALHAVEN,CHRISTINA [NL],/icons/icon6_511.png
392,Departure,2019-12-08 15:22,KRAGERO,KRAGERO [NO],/icons/icon6_511.png
393,Arrival,2019-12-08 15:22,MCINROY,SOUND OF SOAY [GB],/icons/icon6_511.png
394,Departure,2019-12-08 15:22,COLON 2000,DWS LINDA [PA],/icons/icon9_511.png
395,Departure,2019-12-08 15:22,OSAKA,SHOHO [JP],/icons/icon3_511.png
396,Departure,2019-12-08 15:22,STOCKHOLM,BALLERINA [SE],/icons/icon6_511.png
397,Arrival,2019-12-08 15:22,GELKENES,ZILVERSTAD [NL],/icons/icon6_511.png
398,Arrival,2019-12-08 15:22,MALABO,370053000 [GQ],/icons/icon0_511.png
399,Arrival,2019-12-08 15:22,DE TOUR VILLAGE,DRUMMOND ISLANDER IV [US],/icons/icon6_511.png
400,Arrival,2019-12-08 15:22,CHACAO,CRUZ DEL SUR III [CL],/icons/icon6_511.png
401,Departure,2019-12-08 15:22,GEITANGER,FJELLGAR [NO],/icons/icon6_511.png
402,Departure,2019-12-08 15:22,KISAR,SABUK NUSANTARA 104 [ID],/icons/icon6_511.png
403,Departure,2019-12-08 15:22,SINGAPORE,NOBLE GUARD [SG],/icons/icon3_511.png
404,Arrival,2019-12-08 15:22,SVANESUND,SVANHILD [SE],/icons/icon6_511.png
405,Arrival,2019-12-08 15:22,BAIE COMEAU,L'ANSE DU MOULIN [CA],/icons/icon3_511.png
406,Departure,2019-12-08 15:22,OOSTENDE,WESTDIEP PILOT [BE],/icons/icon3_511.png
407,Departure,2019-12-08 15:22,DUSSELDORF,NAJADE [DE],/icons/icon7_511.png
408,Departure,2019-12-08 15:22,HEDEN (HONO),MARIE [SE],/icons/icon6_511.png
409,Departure,2019-12-08 15:22,CHEVRON SF,DELTA LINDSEY [US],/icons/icon3_511.png
410,Departure,2019-12-08 15:22,SINGAPORE,LES SWIFT [SG],/icons/icon6_511.png
411,Departure,2019-12-08 15:22,BRUNSBUETTEL,FAEHRE BRESLAU [DE],/icons/icon6_511.png
412,Departure,2019-12-08 15:22,KAINAN,NO25HOUSHOMARU [JP],/icons/icon7_511.png
413,Arrival,2019-12-08 15:22,FAUNTLEROY,WSF KITSAP [US],/icons/icon6_511.png
414,Arrival,2019-12-08 15:22,ITAJAI,SMIT TUCANO [BR],/icons/icon3_511.png
415,Departure,2019-12-08 15:22,KERAMOTI,THASSOS I [GR],/icons/icon6_511.png
416,Arrival,2019-12-08 15:22,JUNEAU (AK),ADMIRALTY WIND [US],/icons/icon6_511.png
417,Arrival,2019-12-08 15:22,KERAMOTI,AGIOS ATHANASIOS [GR],/icons/icon6_511.png
418,Departure,2019-12-08 15:22,SINGAPORE,EVER BIRTH [SG],/icons/icon7_511.png
419,Arrival,2019-12-08 15:22,PORT ALBERNI,DONMAREL [CA],/icons/icon3_511.png
420,Departure,2019-12-08 15:22,YANTIAN,SANTA BETTINA [CN],/icons/icon7_511.png
421,Departure,2019-12-08 15:22,COWES,RED JET 7 [GB],/icons/icon4_511.png
422,Departure,2019-12-08 15:22,YANTIAN,YAN TIAN TUO 15 [CN],/icons/icon3_511.png
423,Departure,2019-12-08 15:22,PORTO DO ACU,STARNAV CYGNUS [BR],/icons/icon7_511.png
424,Departure,2019-12-08 15:22,RAUMA,SPARK [FI],/icons/icon3_511.png
425,Arrival,2019-12-08 15:22,SYKKYLVEN,ROVDEHORN [NO],/icons/icon6_511.png
426,Departure,2019-12-08 15:22,LA PLATA,ANTARES [AR],/icons/icon3_511.png
427,Arrival,2019-12-08 15:22,BROWNSVILLE,GO DISCOVERY [US],/icons/icon0_511.png
428,Departure,2019-12-08 15:21,MALONGO,BAKAMATIDE [AO],/icons/icon0_511.png
429,Arrival,2019-12-08 15:21,ARGOSTOLI,AGIOS GERASIMOS II [GR],/icons/icon6_511.png
430,Arrival,2019-12-08 15:21,NIEUWEGEIN,VOTRANS [NL],/icons/icon7_511.png
431,Departure,2019-12-08 15:21,PORT ALLEN,JESSICA RYAN [US],/icons/icon3_511.png
432,Departure,2019-12-08 15:21,MALMO,PILOT 741 SE [SE],/icons/icon3_511.png
433,Arrival,2019-12-08 15:21,SHOTLEY,SUNBEAT VI [GB],/icons/icon9_511.png
434,Arrival,2019-12-08 15:21,RADICATEL,FRATELLINO [FR],/icons/icon7_511.png
435,Departure,2019-12-08 15:21,MONGSTAD ,MELDERSKIN [NO],/icons/icon6_511.png
436,Departure,2019-12-08 15:21,BREVIK,OKSOY [NO],/icons/icon6_511.png
437,Arrival,2019-12-08 15:21,DELFSHAVEN,MSTX 14 [NL],/icons/icon4_511.png
438,Arrival,2019-12-08 15:21,FREDERIKSHAVN,MARGRETE LAESOE [DK],/icons/icon6_511.png
439,Departure,2019-12-08 15:21,PUERTO DE LA ESTACA,VOLCAN DE TIRAJANA [ES],/icons/icon4_511.png
440,Departure,2019-12-08 15:21,HJELMELAND,HARDINGEN [NO],/icons/icon6_511.png
441,Arrival,2019-12-08 15:21,PORT BLAIR,M.V.SHER_ALLI [IN],/icons/icon0_511.png
442,Arrival,2019-12-08 15:21,ROTTERDAM,KRVE 59 [NL],/icons/icon4_511.png
443,Arrival,2019-12-08 15:21,FREEPORT (TX),DENIA [US],/icons/icon3_511.png
444,Departure,2019-12-08 15:21,AL DUQM,FAIRWAY [OM],/icons/icon3_511.png
445,Departure,2019-12-08 15:21,ANACORTES,ORIANA [US],/icons/icon9_511.png
446,Departure,2019-12-08 15:21,MONTEVIDEO,ALFREDO LABADIE [UY],/icons/icon3_511.png
447,Departure,2019-12-08 15:21,TERSCHELLING,TIGER [NL],/icons/icon6_511.png
448,Arrival,2019-12-08 15:21,BERGEN,KOMMANDOR [NO],/icons/icon3_511.png
449,Arrival,2019-12-08 15:21,VAL-DE-LA-HAYE,BAC 18 [FR],/icons/icon0_511.png
450,Departure,2019-12-08 15:21,KEELUNG,NEW CHALLENGE [TW],/icons/icon8_511.png
451,Arrival,2019-12-08 15:21,POINTE NOIRE,LEKETI [CG],/icons/icon3_511.png
452,Arrival,2019-12-08 15:21,WILHELMSHAVEN,STELLA [DE],/icons/icon3_511.png
453,Arrival,2019-12-08 15:21,AARHUS,EXPRESS 3 [DK],/icons/icon4_511.png
454,Departure,2019-12-08 15:21,DALSBRUK,STELLA [FI],/icons/icon6_511.png
455,Arrival,2019-12-08 15:21,BRAMSCHE,LABE 24 [DE],/icons/icon7_511.png
456,Arrival,2019-12-08 15:21,LIPARI,AMMARI' [IT],/icons/icon4_511.png
457,Arrival,2019-12-08 15:21,PROCIDA ,ROSA D ABUNDO [IT],/icons/icon6_511.png
458,Departure,2019-12-08 15:21,SLAGEN,JOHN [NO],/icons/icon3_511.png
459,Arrival,2019-12-08 15:21,CASABLANCA,VEGA MARS [MA],/icons/icon7_511.png
460,Departure,2019-12-08 15:21,KELANIS,MBP-3229 [ID],/icons/icon3_511.png
461,Arrival,2019-12-08 15:21,VOLENDAM,VOLENDAM [NL],/icons/icon6_511.png
462,Departure,2019-12-08 15:21,PETIT COURONNE,BAC 18 [FR],/icons/icon0_511.png
463,Departure,2019-12-08 15:21,ROTTERDAM CENTRUM,MSTX 15 [NL],/icons/icon0_511.png
464,Arrival,2019-12-08 15:21,MERAK,KMP ELYSIA [ID],/icons/icon6_511.png
465,Arrival,2019-12-08 15:20,HORTEN,VEDEROY [NO],/icons/icon6_511.png
466,Departure,2019-12-08 15:20,MERAK,KM.MUSTIKA KENCANA [ID],/icons/icon0_511.png
467,Arrival,2019-12-08 15:20,NEW ORLEANS,WAR EMBLEM [US],/icons/icon9_511.png
468,Departure,2019-12-08 15:20,TENERIFE,ONWA11507 [ES],/icons/icon9_511.png
469,Departure,2019-12-08 15:20,HOUSTON,MAGNOLIA [US],/icons/icon3_511.png
470,Departure,2019-12-08 15:20,ROTTERDAM,SMIT SCHELDE [NL],/icons/icon3_511.png
471,Arrival,2019-12-08 15:20,GENT,SCALDIS [BE],/icons/icon7_511.png
472,Arrival,2019-12-08 15:20,STRANGFORD,STRANGFORD 2 [GB],/icons/icon6_511.png
473,Departure,2019-12-08 15:20,MOLDE,MOLDEFJORD [NO],/icons/icon6_511.png
474,Arrival,2019-12-08 15:20,YANBU,MAERSK TIMARU [SA],/icons/icon8_511.png
475,Arrival,2019-12-08 15:20,NOVI SAD,JASTREBAC I + 6 BARZ [RS],/icons/icon0_511.png
476,Arrival,2019-12-08 15:20,MELBU,TYSFJORD [NO],/icons/icon6_511.png
477,Arrival,2019-12-08 15:20,SETUBAL,PATO REAL [PT],/icons/icon6_511.png
478,Arrival,2019-12-08 15:20,MADRE DE DEUS,STENA CONQUEROR [BR],/icons/icon8_511.png
479,Arrival,2019-12-08 15:20,LA BOUILLE,BAC 20 [FR],/icons/icon6_511.png
480,Arrival,2019-12-08 15:20,SOYO,SURFER 1893 [AO],/icons/icon6_511.png
481,Arrival,2019-12-08 15:20,TAU,HARDANGER [NO],/icons/icon6_511.png
482,Departure,2019-12-08 15:20,KOLHATTAN,SVANHILD [SE],/icons/icon6_511.png
483,Arrival,2019-12-08 15:20,TUTICORIN,BUNUN HERO [IN],/icons/icon7_511.png
484,Departure,2019-12-08 15:20,ROTTERDAM CENTRUM,MSTX 8 [NL],/icons/icon4_511.png
485,Arrival,2019-12-08 15:20,MAASVLAKTE - ROTTERDAM,11120554 [NL],/icons/icon12_511.png
486,Arrival,2019-12-08 15:20,AMSTERDAM,SINGA [NL],/icons/icon7_511.png
487,Departure,2019-12-08 15:20,HALS,EGENSE [DK],/icons/icon6_511.png
488,Departure,2019-12-08 15:20,VASHON ISLAND,WSF CATHLAMET [US],/icons/icon6_511.png
489,Departure,2019-12-08 15:20,SINGAPORE,AGILE [SG],/icons/icon0_511.png
490,Departure,2019-12-08 15:20,SINGAPORE,STAR DIAMOND TG76 [SG],/icons/icon3_511.png
491,Departure,2019-12-08 15:20,PERAMA,PARALOS [GR],/icons/icon6_511.png
492,Departure,2019-12-08 15:20,NEUWIED,DEUTSCHES ECK [DE],/icons/icon6_511.png
493,Arrival,2019-12-08 15:20,ZAANDAM,DB KYLE [NL],/icons/icon7_511.png
494,Arrival,2019-12-08 15:20,DELFZIJL,EEMSPOORT [NL],/icons/icon0_511.png
495,Arrival,2019-12-08 15:20,TALLINN OLD HARBOR,FINLANDIA [EE],/icons/icon6_511.png
496,Arrival,2019-12-08 15:20,DEN HELDER,DOKTER WAGEMAKER [NL],/icons/icon6_511.png
497,Arrival,2019-12-08 15:20,LOS CRISTIANOS,BENCHIJIGUA EXPRESS [ES],/icons/icon6_511.png
498,Arrival,2019-12-08 15:20,AEROSKOBING,MARSTAL [DK],/icons/icon6_511.png
499,Arrival,2019-12-08 15:20,ONDARROA,SALVAMAR  ORION [ES],/icons/icon3_511.png
